image_path,transcription,source,split
data/iam/iam_words/words\c03\c03-087a\c03-087a-00-01.png,went,iam,train
data/iam/iam_words/words\c03\c03-016c\c03-016c-04-02.png,learns,iam,train
data/iam/iam_words/words\c03\c03-016e\c03-016e-02-00.png,girl,iam,train
data/iam/iam_words/words\c03\c03-021e\c03-021e-04-06.png,expectant,iam,train
data/iam/iam_words/words\b01\b01-113\b01-113-00-00.png,ONLY,iam,train
data/iam/iam_words/words\c04\c04-144\c04-144-02-07.png,seen,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-08-05.png,can,iam,train
data/iam/iam_words/words\a01\a01-107\a01-107-01-00.png,at,iam,train
data/iam/iam_words/words\d06\d06-046\d06-046-08-03.png,apparent,iam,train
data/iam/iam_words/words\c03\c03-081e\c03-081e-04-03.png,beautiful,iam,train
data/iam/iam_words/words\a04\a04-099\a04-099-06-04.png,on,iam,train
data/iam/iam_words/words\e01\e01-025\e01-025-00-00.png,But,iam,train
data/iam/iam_words/words\c03\c03-000e\c03-000e-01-05.png,opens,iam,train
data/iam/iam_words/words\b05\b05-088\b05-088-03-04.png,bullying,iam,train
data/iam/iam_words/words\d06\d06-056\d06-056-01-03.png,their,iam,train
data/iam/iam_words/words\a03\a03-006\a03-006-01-00.png,nesia,iam,train
data/iam/iam_words/words\c04\c04-134\c04-134-03-10.png,revolves,iam,train
data/iam/iam_words/words\a03\a03-054\a03-054-04-08.png,back,iam,train
data/iam/iam_words/words\c03\c03-016e\c03-016e-07-06.png,half,iam,train
data/iam/iam_words/words\a06\a06-134\a06-134-03-00.png,treaty,iam,train
data/iam/iam_words/words\c04\c04-004\c04-004-07-02.png,dangled,iam,train
data/iam/iam_words/words\e04\e04-043\e04-043-00-04.png,of,iam,train
data/iam/iam_words/words\e04\e04-095\e04-095-03-05.png,to,iam,train
data/iam/iam_words/words\a03\a03-014\a03-014-05-03.png,been,iam,train
data/synthetic/images/synth_00344.png,Cap. Omeprazole 20mg OD ac,synthetic,train
data/iam/iam_words/words\e06\e06-030\e06-030-02-02.png,have,iam,train
data/iam/iam_words/words\e04\e04-043\e04-043-00-02.png,the,iam,train
data/iam/iam_words/words\a04\a04-019\a04-019-04-00.png,nuclear,iam,train
data/iam/iam_words/words\c03\c03-096e\c03-096e-03-05.png,the,iam,train
data/iam/iam_words/words\e06\e06-070\e06-070-08-00.png,essential,iam,train
data/iam/iam_words/words\b06\b06-082\b06-082-02-03.png,nuclear,iam,train
data/iam/iam_words/words\c03\c03-000d\c03-000d-02-07.png,pro-,iam,train
data/iam/iam_words/words\b04\b04-121\b04-121-03-07.png,try,iam,train
data/iam/iam_words/words\b04\b04-026\b04-026-01-07.png,day,iam,train
data/iam/iam_words/words\a01\a01-091\a01-091-04-06.png,and,iam,train
data/iam/iam_words/words\d01\d01-104\d01-104-06-01.png,other,iam,train
data/iam/iam_words/words\a01\a01-007x\a01-007x-01-02.png,been,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-02-05.png,in,iam,train
data/iam/iam_words/words\b05\b05-045\b05-045-04-06.png,Tolpuddle,iam,train
data/iam/iam_words/words\a01\a01-117\a01-117-08-02.png,whose,iam,train
data/iam/iam_words/words\c03\c03-021a\c03-021a-07-00.png,her,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-02-07.png,is,iam,train
data/iam/iam_words/words\b01\b01-122\b01-122-02-06.png,may,iam,train
data/iam/iam_words/words\a01\a01-132x\a01-132x-03-01.png,financing,iam,train
data/iam/iam_words/words\d01\d01-019\d01-019-00-04.png,group,iam,train
data/iam/iam_words/words\d04\d04-071\d04-071-04-03.png,unto,iam,train
data/iam/iam_words/words\c04\c04-170\c04-170-03-04.png,of,iam,train
data/iam/iam_words/words\c03\c03-081b\c03-081b-03-08.png,but,iam,train
data/iam/iam_words/words\e07\e07-000\e07-000-03-08.png,An,iam,train
data/iam/iam_words/words\a03\a03-043\a03-043-02-06.png,for,iam,train
data/iam/iam_words/words\a01\a01-122u\a01-122u-04-03.png,the,iam,train
data/synthetic/images/synth_00483.png,Tab. Metoprolol 50mg BD,synthetic,train
data/iam/iam_words/words\e07\e07-061\e07-061-07-00.png,difficulty,iam,train
data/iam/iam_words/words\a05\a05-125\a05-125-00-01.png,POLITICAL,iam,train
data/iam/iam_words/words\c03\c03-084d\c03-084d-00-03.png,production,iam,train
data/iam/iam_words/words\d06\d06-091\d06-091-06-08.png,the,iam,train
data/iam/iam_words/words\a01\a01-053\a01-053-10-03.png,the,iam,train
data/iam/iam_words/words\e04\e04-022\e04-022-01-03.png,on,iam,train
data/iam/iam_words/words\d05\d05-008\d05-008-05-09.png,new,iam,train
data/iam/iam_words/words\e01\e01-062\e01-062-03-07.png,not,iam,train
data/iam/iam_words/words\d01\d01-123\d01-123-04-03.png,was,iam,train
data/iam/iam_words/words\e01\e01-022\e01-022-02-04.png,from,iam,train
data/iam/iam_words/words\b05\b05-071\b05-071-02-05.png,and,iam,train
data/iam/iam_words/words\a04\a04-092\a04-092-01-05.png,carry,iam,train
data/iam/iam_words/words\b03\b03-114\b03-114-04-02.png,of,iam,train
data/iam/iam_words/words\c02\c02-022\c02-022-06-03.png,in,iam,train
data/iam/iam_words/words\b04\b04-162\b04-162-04-08.png,charge,iam,train
data/iam/iam_words/words\b04\b04-004\b04-004-08-05.png,internal,iam,train
data/iam/iam_words/words\b04\b04-075\b04-075-02-06.png,is,iam,train
data/iam/iam_words/words\b01\b01-038\b01-038-03-05.png,only,iam,train
data/iam/iam_words/words\c02\c02-012\c02-012-01-06.png,does,iam,train
data/iam/iam_words/words\b06\b06-064\b06-064-00-01.png,units,iam,train
data/iam/iam_words/words\b06\b06-079\b06-079-03-05.png,favour,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-00-05.png,be,iam,train
data/iam/iam_words/words\e01\e01-014\e01-014-03-07.png,as,iam,train
data/iam/iam_words/words\c03\c03-081a\c03-081a-03-01.png,our,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-07-00.png,who,iam,train
data/iam/iam_words/words\a03\a03-063\a03-063-08-00.png,salve,iam,train
data/iam/iam_words/words\d05\d05-025\d05-025-05-05.png,Significantly,iam,train
data/iam/iam_words/words\b03\b03-025\b03-025-02-04.png,menace,iam,train
data/iam/iam_words/words\c06\c06-080\c06-080-01-00.png,feathered,iam,train
data/iam/iam_words/words\c03\c03-003c\c03-003c-04-01.png,to,iam,train
data/iam/iam_words/words\a05\a05-029\a05-029-00-07.png,Sir,iam,train
data/iam/iam_words/words\b05\b05-071\b05-071-04-04.png,sense,iam,train
data/iam/iam_words/words\c03\c03-096e\c03-096e-02-09.png,action,iam,train
data/iam/iam_words/words\b02\b02-045\b02-045-05-02.png,principle,iam,train
data/iam/iam_words/words\d05\d05-021\d05-021-00-01.png,indicated,iam,train
data/iam/iam_words/words\e04\e04-052\e04-052-06-04.png,together,iam,train
data/iam/iam_words/words\a06\a06-090\a06-090-07-06.png,almost,iam,train
data/iam/iam_words/words\c03\c03-081f\c03-081f-06-03.png,brief,iam,train
data/iam/iam_words/words\d04\d04-096\d04-096-04-03.png,peace,iam,train
data/iam/iam_words/words\a02\a02-046\a02-046-04-07.png,ten,iam,train
data/iam/iam_words/words\a02\a02-078\a02-078-06-02.png,was,iam,train
data/iam/iam_words/words\c03\c03-094d\c03-094d-06-00.png,comically,iam,train
data/iam/iam_words/words\c06\c06-020\c06-020-02-04.png,desert,iam,train
data/iam/iam_words/words\a05\a05-029\a05-029-08-06.png,sacrificed,iam,train
data/iam/iam_words/words\e01\e01-035\e01-035-05-02.png,lace-making,iam,train
data/iam/iam_words/words\b03\b03-114\b03-114-00-07.png,lose,iam,train
data/iam/iam_words/words\d07\d07-082\d07-082-07-01.png,comment,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-03-01.png,editor,iam,train
data/iam/iam_words/words\a01\a01-132x\a01-132x-01-06.png,made,iam,train
data/iam/iam_words/words\b05\b05-079\b05-079-08-05.png,States,iam,train
data/iam/iam_words/words\a05\a05-073\a05-073-07-03.png,be,iam,train
data/iam/iam_words/words\a01\a01-043x\a01-043x-01-03.png,KENNEDY,iam,train
data/iam/iam_words/words\a01\a01-000u\a01-000u-04-01.png,down,iam,train
data/iam/iam_words/words\a02\a02-000\a02-000-03-06.png,way,iam,train
data/iam/iam_words/words\b04\b04-000\b04-000-05-05.png,embassies,iam,train
data/iam/iam_words/words\a01\a01-107\a01-107-00-05.png,medical,iam,train
data/iam/iam_words/words\e01\e01-032\e01-032-02-02.png,touch,iam,train
data/iam/iam_words/words\a03\a03-017\a03-017-04-05.png,strict,iam,train
data/iam/iam_words/words\c03\c03-003f\c03-003f-03-04.png,and,iam,train
data/iam/iam_words/words\a06\a06-152\a06-152-05-02.png,than,iam,train
data/iam/iam_words/words\b05\b05-045\b05-045-07-06.png,between,iam,train
data/iam/iam_words/words\a01\a01-020\a01-020-07-00.png,will,iam,train
data/iam/iam_words/words\d01\d01-085\d01-085-01-04.png,Gospel,iam,train
data/iam/iam_words/words\c06\c06-047\c06-047-03-01.png,The,iam,train
data/iam/iam_words/words\d06\d06-113\d06-113-03-00.png,put,iam,train
data/iam/iam_words/words\e02\e02-091\e02-091-05-04.png,though,iam,train
data/iam/iam_words/words\e02\e02-074\e02-074-10-01.png,clean,iam,train
data/iam/iam_words/words\c04\c04-110\c04-110-03-08.png,Stockton-on-Tees,iam,train
data/iam/iam_words/words\a01\a01-128\a01-128-04-05.png,is,iam,train
data/iam/iam_words/words\b06\b06-082\b06-082-04-02.png,future,iam,train
data/iam/iam_words/words\c06\c06-138\c06-138-07-01.png,Richard,iam,train
data/iam/iam_words/words\a01\a01-132u\a01-132u-08-03.png,in,iam,train
data/iam/iam_words/words\a02\a02-037\a02-037-08-07.png,likely,iam,train
data/iam/iam_words/words\a02\a02-082\a02-082-05-05.png,of,iam,train
data/iam/iam_words/words\a01\a01-043u\a01-043u-06-01.png,of,iam,train
data/iam/iam_words/words\b03\b03-114\b03-114-02-05.png,the,iam,train
data/iam/iam_words/words\d01\d01-019\d01-019-00-11.png,the,iam,train
data/iam/iam_words/words\e04\e04-038\e04-038-01-11.png,is,iam,train
data/iam/iam_words/words\e01\e01-050\e01-050-02-08.png,the,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-02-01.png,require,iam,train
data/iam/iam_words/words\a01\a01-007u\a01-007u-07-02.png,to,iam,train
data/iam/iam_words/words\e06\e06-070\e06-070-05-02.png,to,iam,train
data/iam/iam_words/words\b01\b01-057\b01-057-06-09.png,we,iam,train
data/iam/iam_words/words\d06\d06-076\d06-076-03-11.png,feet,iam,train
data/iam/iam_words/words\b03\b03-098\b03-098-00-00.png,The,iam,train
data/iam/iam_words/words\a05\a05-113\a05-113-06-02.png,failure,iam,train
data/iam/iam_words/words\b06\b06-036\b06-036-02-06.png,being,iam,train
data/iam/iam_words/words\b01\b01-023\b01-023-02-05.png,world,iam,train
data/iam/iam_words/words\c03\c03-081d\c03-081d-06-08.png,Mr.,iam,train
data/iam/iam_words/words\c06\c06-128\c06-128-07-05.png,later,iam,train
data/iam/iam_words/words\d04\d04-101\d04-101-02-00.png,Living,iam,train
data/iam/iam_words/words\c03\c03-096b\c03-096b-02-05.png,were,iam,train
data/iam/iam_words/words\c02\c02-022\c02-022-04-00.png,given,iam,train
data/synthetic/images/synth_00449.png,Tab. Metformin 500mg BD x 30d,synthetic,train
data/iam/iam_words/words\c03\c03-096b\c03-096b-03-03.png,in,iam,train
data/iam/iam_words/words\a02\a02-024\a02-024-07-00.png,Stores,iam,train
data/synthetic/images/synth_00854.png,Tab. Azithromycin 500mg OD x 3d,synthetic,train
data/iam/iam_words/words\a06\a06-114\a06-114-09-00.png,all-time,iam,train
data/iam/iam_words/words\a01\a01-053u\a01-053u-09-02.png,considered,iam,train
data/iam/iam_words/words\b05\b05-050\b05-050-02-04.png,two,iam,train
data/iam/iam_words/words\a06\a06-147\a06-147-02-04.png,would,iam,train
data/iam/iam_words/words\e06\e06-010\e06-010-05-01.png,optimum,iam,train
data/iam/iam_words/words\e04\e04-119\e04-119-02-04.png,won't,iam,train
data/iam/iam_words/words\a02\a02-004\a02-004-02-00.png,Instead,iam,train
data/iam/iam_words/words\a01\a01-117u\a01-117u-03-03.png,expenditure,iam,train
data/iam/iam_words/words\d07\d07-085\d07-085-00-09.png,again,iam,train
data/iam/iam_words/words\c02\c02-049\c02-049-06-07.png,fizzles,iam,train
data/iam/iam_words/words\a04\a04-039\a04-039-08-04.png,enduring,iam,train
data/iam/iam_words/words\c02\c02-012\c02-012-01-07.png,not,iam,train
data/iam/iam_words/words\a01\a01-053x\a01-053x-02-03.png,Mr.,iam,train
data/iam/iam_words/words\a05\a05-029\a05-029-01-01.png,from,iam,train
data/iam/iam_words/words\a01\a01-030x\a01-030x-03-05.png,negotiations,iam,train
data/iam/iam_words/words\c03\c03-003f\c03-003f-00-07.png,It,iam,train
data/iam/iam_words/words\d01\d01-056\d01-056-04-02.png,and,iam,train
data/iam/iam_words/words\d04\d04-028\d04-028-05-04.png,of,iam,train
data/iam/iam_words/words\a02\a02-078\a02-078-05-05.png,led,iam,train
data/iam/iam_words/words\d01\d01-104\d01-104-02-08.png,papyrus,iam,train
data/iam/iam_words/words\a05\a05-073\a05-073-01-00.png,Berlin,iam,train
data/iam/iam_words/words\c03\c03-094d\c03-094d-08-01.png,played,iam,train
data/iam/iam_words/words\b01\b01-073\b01-073-06-01.png,is,iam,train
data/iam/iam_words/words\e04\e04-043\e04-043-00-06.png,very,iam,train
data/iam/iam_words/words\a05\a05-013\a05-013-07-04.png,by,iam,train
data/iam/iam_words/words\e06\e06-053\e06-053-00-08.png,In,iam,train
data/iam/iam_words/words\a05\a05-058\a05-058-07-05.png,would,iam,train
data/synthetic/images/synth_00931.png,Tab. Glimepiride 1mg OD ac,synthetic,train
data/iam/iam_words/words\a04\a04-054\a04-054-05-00.png,This,iam,train
data/iam/iam_words/words\e04\e04-127\e04-127-05-07.png,be,iam,train
data/iam/iam_words/words\c02\c02-026\c02-026-04-06.png,to,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-06-07.png,is,iam,train
data/iam/iam_words/words\b04\b04-034\b04-034-00-07.png,two,iam,train
data/iam/iam_words/words\b04\b04-175\b04-175-01-06.png,how,iam,train
data/iam/iam_words/words\d04\d04-032\d04-032-07-02.png,The,iam,train
data/iam/iam_words/words\c01\c01-009\c01-009-04-00.png,HENZE'S,iam,train
data/iam/iam_words/words\a01\a01-053u\a01-053u-01-04.png,black-,iam,train
data/iam/iam_words/words\d06\d06-091\d06-091-05-03.png,beforehand,iam,train
data/iam/iam_words/words\d06\d06-056\d06-056-03-01.png,best,iam,train
data/iam/iam_words/words\c06\c06-091\c06-091-02-07.png,two,iam,train
data/iam/iam_words/words\b05\b05-017\b05-017-05-00.png,to,iam,train
data/iam/iam_words/words\b01\b01-000\b01-000-05-04.png,the,iam,train
data/iam/iam_words/words\b03\b03-092\b03-092-02-06.png,these,iam,train
data/iam/iam_words/words\d05\d05-030\d05-030-06-06.png,anyone,iam,train
data/iam/iam_words/words\e04\e04-026\e04-026-03-03.png,attached,iam,train
data/iam/iam_words/words\b04\b04-060\b04-060-01-09.png,if,iam,train
data/iam/iam_words/words\c04\c04-128\c04-128-03-01.png,tonight,iam,train
data/iam/iam_words/words\c04\c04-098\c04-098-00-00.png,But,iam,train
data/iam/iam_words/words\b04\b04-140\b04-140-02-04.png,favoured,iam,train
data/iam/iam_words/words\c03\c03-016e\c03-016e-08-02.png,As,iam,train
data/iam/iam_words/words\e06\e06-053\e06-053-03-04.png,presumably,iam,train
data/iam/iam_words/words\b06\b06-079\b06-079-04-00.png,troops,iam,train
data/iam/iam_words/words\a04\a04-043\a04-043-02-00.png,implication,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-09-03.png,suitably,iam,train
data/iam/iam_words/words\c01\c01-009\c01-009-09-05.png,of,iam,train
data/iam/iam_words/words\c06\c06-020\c06-020-02-03.png,cultural,iam,train
data/iam/iam_words/words\c02\c02-049\c02-049-00-00.png,Strangely,iam,train
data/iam/iam_words/words\b04\b04-175\b04-175-02-05.png,days,iam,train
data/iam/iam_words/words\d04\d04-066\d04-066-06-02.png,the,iam,train
data/iam/iam_words/words\d01\d01-123\d01-123-05-08.png,an,iam,train
data/iam/iam_words/words\b06\b06-075\b06-075-10-03.png,of,iam,train
data/iam/iam_words/words\b01\b01-132\b01-132-03-00.png,South,iam,train
data/iam/iam_words/words\b06\b06-049\b06-049-01-03.png,delighted,iam,train
data/iam/iam_words/words\d04\d04-086\d04-086-04-00.png,Charauses,iam,train
data/iam/iam_words/words\d06\d06-091\d06-091-00-05.png,will,iam,train
data/iam/iam_words/words\b04\b04-034\b04-034-04-04.png,says,iam,train
data/iam/iam_words/words\c06\c06-106\c06-106-05-00.png,intelligent,iam,train
data/iam/iam_words/words\d04\d04-066\d04-066-00-01.png,the,iam,train
data/iam/iam_words/words\c03\c03-087e\c03-087e-01-00.png,treatments,iam,train
data/iam/iam_words/words\c03\c03-016b\c03-016b-01-03.png,situation,iam,train
data/iam/iam_words/words\a01\a01-122\a01-122-01-08.png,this,iam,train
data/iam/iam_words/words\a01\a01-007u\a01-007u-08-05.png,Welensky,iam,train
data/iam/iam_words/words\b01\b01-033\b01-033-01-04.png,warmth,iam,train
data/iam/iam_words/words\b04\b04-116\b04-116-03-10.png,happened,iam,train
data/iam/iam_words/words\d06\d06-091\d06-091-01-07.png,so,iam,train
data/iam/iam_words/words\b01\b01-073\b01-073-00-04.png,the,iam,train
data/iam/iam_words/words\a02\a02-008\a02-008-05-01.png,Council,iam,train
data/iam/iam_words/words\b04\b04-208\b04-208-01-00.png,people,iam,train
data/iam/iam_words/words\c03\c03-096f\c03-096f-02-08.png,effective,iam,train
data/iam/iam_words/words\e06\e06-037\e06-037-03-04.png,even,iam,train
data/iam/iam_words/words\b04\b04-047\b04-047-04-05.png,By,iam,train
data/iam/iam_words/words\a03\a03-043\a03-043-04-06.png,How,iam,train
data/iam/iam_words/words\c02\c02-026\c02-026-08-03.png,of,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-04-00.png,in,iam,train
data/iam/iam_words/words\c04\c04-028\c04-028-05-03.png,life,iam,train
data/iam/iam_words/words\b03\b03-087\b03-087-04-06.png,counselling,iam,train
data/iam/iam_words/words\a02\a02-106\a02-106-05-05.png,week's,iam,train
data/iam/iam_words/words\b04\b04-081\b04-081-00-06.png,today,iam,train
data/iam/iam_words/words\b01\b01-118\b01-118-01-08.png,drawers,iam,train
data/iam/iam_words/words\a01\a01-049u\a01-049u-09-02.png,disclosed,iam,train
data/iam/iam_words/words\a01\a01-003x\a01-003x-01-05.png,are,iam,train
data/iam/iam_words/words\d04\d04-008\d04-008-05-02.png,very,iam,train
data/iam/iam_words/words\e06\e06-030\e06-030-03-00.png,of,iam,train
data/iam/iam_words/words\c03\c03-084b\c03-084b-03-08.png,Play,iam,train
data/iam/iam_words/words\a01\a01-030u\a01-030u-10-04.png,conference,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-00-02.png,Lucas,iam,train
data/iam/iam_words/words\b05\b05-088\b05-088-06-03.png,in,iam,train
data/iam/iam_words/words\a05\a05-025\a05-025-10-00.png,Watkinson,iam,train
data/iam/iam_words/words\c02\c02-082\c02-082-06-04.png,and,iam,train
data/iam/iam_words/words\c03\c03-007d\c03-007d-05-00.png,the,iam,train
data/iam/iam_words/words\b05\b05-079\b05-079-02-03.png,the,iam,train
data/iam/iam_words/words\b04\b04-060\b04-060-05-08.png,put,iam,train
data/iam/iam_words/words\b04\b04-107\b04-107-06-02.png,The,iam,train
data/iam/iam_words/words\a01\a01-020u\a01-020u-00-02.png,went,iam,train
data/iam/iam_words/words\b06\b06-049\b06-049-01-01.png,were,iam,train
data/iam/iam_words/words\d06\d06-003\d06-003-03-07.png,real,iam,train
data/iam/iam_words/words\d04\d04-032\d04-032-07-09.png,and,iam,train
data/iam/iam_words/words\b06\b06-045\b06-045-05-04.png,conducted,iam,train
data/iam/iam_words/words\a05\a05-099\a05-099-05-03.png,he,iam,train
data/synthetic/images/synth_00929.png,Tab. Metoprolol 50mg BD,synthetic,train
data/synthetic/images/synth_00505.png,Syp. Amoxicillin 250mg/5ml TID,synthetic,train
data/iam/iam_words/words\a02\a02-062\a02-062-05-06.png,Lady,iam,train
data/iam/iam_words/words\c04\c04-039\c04-039-06-00.png,by,iam,train
data/iam/iam_words/words\a05\a05-113\a05-113-08-04.png,that,iam,train
data/iam/iam_words/words\a01\a01-077u\a01-077u-01-04.png,is,iam,train
